,index,x,y
146,1.0,6.228183667397638e-14,5.695121097804743e-14
147,1.0,8.567932051046543e-13,-2.0179479669747643e-12
148,1.0,-1.242563356658281e-13,1.992928628154756e-13
149,1.0,2.7213368752878357e-14,6.921381636469212e-14
150,1.0,8.272990192263078e-13,-2.7045282810454093e-12
151,1.0,-3.045388853524336e-14,6.118483929350644e-13
152,1.0,3.697889601776359e-14,1.6192978289985886e-13
153,1.0,4.6530107241783676e-14,5.449459787715985e-14
154,1.0,-1.0121066396822453e-12,6.177275332624626e-13
155,1.0,1.188859878699358e-13,1.6400071399738716e-13
156,1.0,6.307793653572715e-15,-1.4809703176409454e-12
157,1.0,8.004567362030139e-14,1.0401537648421738e-13
158,1.0,3.733614186933733e-14,6.17605098689331e-14
159,1.0,1.407867219859704e-13,2.1704452162196418e-13
160,1.0,1.787994424220226e-12,1.8315221626371047e-12
161,1.0,1.8504369648811746e-14,5.5148018064646035e-14
162,1.0,-1.2660294667952606e-12,-8.128876743247177e-13
163,1.0,8.444091300733042e-13,6.083263217810032e-13
164,1.0,-1.4265942473989785e-12,1.0725586426497273e-12
165,1.0,5.52399511445506e-14,2.1079750365011405e-13
166,1.0,2.416839704903188e-14,8.650389361996768e-14
167,1.0,6.018763713916199e-14,1.2200546649327525e-13
168,1.0,5.3820458625555096e-14,9.312878126148769e-14
169,1.0,3.1345144261943627e-13,1.0676051504741015e-12
170,1.0,2.9634756826433944e-14,3.1502068862232854e-13
171,1.0,3.1642240122502935e-14,-1.3256929210847837e-14
172,1.0,-1.3379468959400154e-13,3.93773855984801e-13
173,1.0,-2.7080400201006227e-14,2.4785722664513983e-14
174,1.0,-1.3847649508553387e-13,-1.7668144438024058e-13
175,1.0,6.172569019553788e-14,4.368431535253134e-13
176,1.0,4.573011742629151e-13,1.8853383280370703e-12
177,1.0,2.1686591982630877e-13,-8.77929423073639e-14
178,1.0,3.0081120586448476e-13,8.499309316708838e-13
179,1.0,9.15153018823539e-15,8.461783965966168e-14
180,1.0,-4.073159322638677e-14,1.3288338484203443e-13
181,1.0,3.147248479205428e-14,7.334220203659819e-14
182,1.0,1.6425084930329247e-14,5.038780110271695e-14
183,1.0,2.5388614671994917e-14,1.085490033614469e-13
184,1.0,9.811637609633086e-14,9.790799989166825e-14
185,1.0,4.457116095800104e-14,6.820796998208327e-14
186,1.0,4.4309973233984463e-14,4.188867776011947e-14
187,1.0,-2.925882495197849e-14,4.203070309677405e-14
188,1.0,1.5932689456759164e-14,9.198478555722322e-14
189,1.0,7.024133897764847e-13,-4.160196797880468e-13
190,1.0,7.006379167324786e-14,1.2083990465468211e-13
191,1.0,2.6163089596127943e-13,-4.211394003633137e-13
192,1.0,2.869128580948523e-14,2.7281949366599725e-14
193,1.0,3.8691616334637733e-14,4.553082259292372e-14
194,1.0,-2.831753750193031e-14,1.3762790101246144e-13
195,1.0,5.458966664519835e-14,3.015753699214282e-14
196,1.0,1.403603716749392e-13,-2.9756505485684975e-14
197,1.0,7.751641039509529e-13,-1.3007878477321058e-12
198,1.0,4.3116323104351647e-14,3.6210365605264664e-14
199,1.0,3.803727284435228e-13,6.324617419421789e-13
200,2.0,2.878481231370057e-14,6.011693470199423e-14
201,2.0,1.4672905600502356e-13,6.53569647801662e-14
202,2.0,1.5352527942626936e-13,4.177544305016216e-13
203,2.0,4.048201053730541e-12,-3.949745396311216e-12
204,2.0,5.837857646115128e-13,1.1606970718259194e-12
205,2.0,2.0102976686374228e-12,7.888288460001126e-13
206,2.0,1.4521159232421543e-14,3.682134620200945e-14
207,2.0,4.433609234920325e-14,5.773407462320496e-14
208,2.0,1.4744004649129172e-14,7.623608086051756e-14
209,2.0,5.509060235502204e-15,1.859937058966907e-13
210,2.0,-1.323671907257357e-13,-6.104075005870825e-14
211,2.0,-7.194296718364173e-14,9.293515858574084e-14
212,2.0,1.0020732262151006e-13,9.547124161439311e-14
213,2.0,5.5814605696660624e-14,5.2483818371273896e-14
214,2.0,3.235577171438558e-13,2.3674166511284427e-14
215,2.0,4.312912238054973e-14,-2.7005961699098387e-14
216,2.0,-7.480276971526247e-14,2.0750439617509555e-12
217,2.0,2.5706278176803125e-14,1.7591050384804364e-13
218,2.0,2.2903026678925246e-13,4.672463366012353e-13
219,2.0,-1.0355614571243091e-13,2.4377292709626906e-14
220,2.0,1.9996720343127655e-13,-7.516068944377822e-14
221,2.0,-7.036067429099382e-14,3.064679290395825e-13
222,2.0,1.4484174390173227e-13,1.5006350252614065e-13
223,2.0,3.542635543878203e-14,9.338962242038178e-14
224,2.0,3.0014053871949175e-14,7.573920979639246e-14
225,2.0,2.0958371501546905e-12,-1.0135214386364562e-12
226,2.0,-1.2108712171414188e-14,5.530336927002057e-14
227,2.0,1.0619583801141258e-13,1.4676396530993796e-13
228,2.0,-5.7284755504133e-14,1.6784653691050488e-13
229,2.0,3.415758408020451e-14,5.811281538427463e-14
230,2.0,6.400793134214643e-14,-4.730392895951517e-13
231,2.0,3.5433790549883653e-13,4.506759460197583e-13
232,2.0,3.135148027389985e-13,-7.896118473839553e-14
233,2.0,6.314244847732673e-14,1.7158409023532483e-13
234,2.0,4.088931651492074e-14,6.510603796367782e-14
235,2.0,6.352954240138453e-14,5.6649524093208233e-14
236,2.0,4.7724510612288957e-14,3.9409786411826054e-14
237,2.0,-3.786039844091236e-14,1.0952587592859708e-13
238,2.0,1.7250785670229272e-13,7.479642395563597e-13
239,2.0,6.211200833120294e-14,1.0756335525722482e-14
240,2.0,4.926177439860176e-14,2.797416828565953e-14
241,2.0,1.3014828886019175e-14,9.382520992438782e-14
242,2.0,-1.9337424285322352e-15,9.164062047550091e-14
243,2.0,-2.7988484190114236e-13,7.367381388839849e-13
244,2.0,-1.677318996603091e-13,1.4577886973116474e-13
245,2.0,-2.075582728857594e-12,1.2312095289079341e-12
246,2.0,6.228183667397638e-14,5.695121097804743e-14
247,2.0,8.567932051046543e-13,-2.0179479669747643e-12
248,2.0,-1.242563356658281e-13,1.992928628154756e-13
249,2.0,2.7213368752878357e-14,6.921381636469212e-14
250,2.0,8.272990192263078e-13,-2.7045282810454093e-12
251,2.0,-3.045388853524336e-14,6.118483929350644e-13
252,2.0,3.697889601776359e-14,1.6192978289985886e-13
253,2.0,4.6530107241783676e-14,5.449459787715985e-14
254,2.0,-1.0121066396822453e-12,6.177275332624626e-13
255,2.0,1.188859878699358e-13,1.6400071399738716e-13
256,2.0,6.307793653572715e-15,-1.4809703176409454e-12
257,2.0,8.004567362030139e-14,1.0401537648421738e-13
258,2.0,3.733614186933733e-14,6.17605098689331e-14
259,2.0,1.407867219859704e-13,2.1704452162196418e-13
260,2.0,1.787994424220226e-12,1.8315221626371047e-12
261,2.0,1.8504369648811746e-14,5.5148018064646035e-14
262,2.0,-1.2660294667952606e-12,-8.128876743247177e-13
263,2.0,8.444091300733042e-13,6.083263217810032e-13
264,2.0,-1.4265942473989785e-12,1.0725586426497273e-12
265,2.0,5.52399511445506e-14,2.1079750365011405e-13
266,2.0,2.416839704903188e-14,8.650389361996768e-14
267,2.0,6.018763713916199e-14,1.2200546649327525e-13
268,2.0,5.3820458625555096e-14,9.312878126148769e-14
269,2.0,3.1345144261943627e-13,1.0676051504741015e-12
270,2.0,2.9634756826433944e-14,3.1502068862232854e-13
271,2.0,3.1642240122502935e-14,-1.3256929210847837e-14
272,2.0,-1.3379468959400154e-13,3.93773855984801e-13
273,2.0,-2.7080400201006227e-14,2.4785722664513983e-14
274,2.0,-1.3847649508553387e-13,-1.7668144438024058e-13
275,2.0,6.172569019553788e-14,4.368431535253134e-13
276,2.0,4.573011742629151e-13,1.8853383280370703e-12
277,2.0,2.1686591982630877e-13,-8.77929423073639e-14
278,2.0,3.0081120586448476e-13,8.499309316708838e-13
279,2.0,9.15153018823539e-15,8.461783965966168e-14
280,2.0,-4.073159322638677e-14,1.3288338484203443e-13
281,2.0,3.147248479205428e-14,7.334220203659819e-14
282,2.0,1.6425084930329247e-14,5.038780110271695e-14
283,2.0,2.5388614671994917e-14,1.085490033614469e-13
284,2.0,9.811637609633086e-14,9.790799989166825e-14
285,2.0,4.457116095800104e-14,6.820796998208327e-14
286,2.0,4.4309973233984463e-14,4.188867776011947e-14
287,2.0,-2.925882495197849e-14,4.203070309677405e-14
288,2.0,1.5932689456759164e-14,9.198478555722322e-14
289,2.0,7.024133897764847e-13,-4.160196797880468e-13
290,2.0,7.006379167324786e-14,1.2083990465468211e-13
291,2.0,2.6163089596127943e-13,-4.211394003633137e-13
292,2.0,2.869128580948523e-14,2.7281949366599725e-14
293,2.0,3.8691616334637733e-14,4.553082259292372e-14
294,2.0,-2.831753750193031e-14,1.3762790101246144e-13
295,2.0,5.458966664519835e-14,3.015753699214282e-14
296,2.0,1.403603716749392e-13,-2.9756505485684975e-14
297,2.0,7.751641039509529e-13,-1.3007878477321058e-12
298,2.0,4.3116323104351647e-14,3.6210365605264664e-14
299,2.0,3.803727284435228e-13,6.324617419421789e-13
300,3.0,2.878481231370057e-14,6.011693470199423e-14
301,3.0,1.4672905600502356e-13,6.53569647801662e-14
302,3.0,1.5352527942626936e-13,4.177544305016216e-13
303,3.0,4.048201053730541e-12,-3.949745396311216e-12
304,3.0,5.837857646115128e-13,1.1606970718259194e-12
305,3.0,2.0102976686374228e-12,7.888288460001126e-13
306,3.0,1.4521159232421543e-14,3.682134620200945e-14
307,3.0,4.433609234920325e-14,5.773407462320496e-14
308,3.0,1.4744004649129172e-14,7.623608086051756e-14
309,3.0,5.509060235502204e-15,1.859937058966907e-13
310,3.0,-1.323671907257357e-13,-6.104075005870825e-14
311,3.0,-7.194296718364173e-14,9.293515858574084e-14
312,3.0,1.0020732262151006e-13,9.547124161439311e-14
313,3.0,5.5814605696660624e-14,5.2483818371273896e-14
314,3.0,3.235577171438558e-13,2.3674166511284427e-14
315,3.0,4.312912238054973e-14,-2.7005961699098387e-14
316,3.0,-7.480276971526247e-14,2.0750439617509555e-12
317,3.0,2.5706278176803125e-14,1.7591050384804364e-13
318,3.0,2.2903026678925246e-13,4.672463366012353e-13
319,3.0,-1.0355614571243091e-13,2.4377292709626906e-14
320,3.0,1.9996720343127655e-13,-7.516068944377822e-14
321,3.0,-7.036067429099382e-14,3.064679290395825e-13
322,3.0,1.4484174390173227e-13,1.5006350252614065e-13
323,3.0,3.542635543878203e-14,9.338962242038178e-14
324,3.0,3.0014053871949175e-14,7.573920979639246e-14
325,3.0,2.0958371501546905e-12,-1.0135214386364562e-12
326,3.0,-1.2108712171414188e-14,5.530336927002057e-14
327,3.0,1.0619583801141258e-13,1.4676396530993796e-13
328,3.0,-5.7284755504133e-14,1.6784653691050488e-13
329,3.0,3.415758408020451e-14,5.811281538427463e-14
330,3.0,6.400793134214643e-14,-4.730392895951517e-13
331,3.0,3.5433790549883653e-13,4.506759460197583e-13
332,3.0,3.135148027389985e-13,-7.896118473839553e-14
333,3.0,6.314244847732673e-14,1.7158409023532483e-13
334,3.0,4.088931651492074e-14,6.510603796367782e-14
335,3.0,6.352954240138453e-14,5.6649524093208233e-14
336,3.0,4.7724510612288957e-14,3.9409786411826054e-14
337,3.0,-3.786039844091236e-14,1.0952587592859708e-13
338,3.0,1.7250785670229272e-13,7.479642395563597e-13
339,3.0,6.211200833120294e-14,1.0756335525722482e-14
340,3.0,4.926177439860176e-14,2.797416828565953e-14
341,3.0,1.3014828886019175e-14,9.382520992438782e-14
342,3.0,-1.9337424285322352e-15,9.164062047550091e-14
343,3.0,-2.7988484190114236e-13,7.367381388839849e-13
344,3.0,-1.677318996603091e-13,1.4577886973116474e-13
345,3.0,-2.075582728857594e-12,1.2312095289079341e-12
346,3.0,6.228183667397638e-14,5.695121097804743e-14
347,3.0,8.567932051046543e-13,-2.0179479669747643e-12
348,3.0,-1.242563356658281e-13,1.992928628154756e-13
349,3.0,2.7213368752878357e-14,6.921381636469212e-14
350,3.0,8.272990192263078e-13,-2.7045282810454093e-12
351,3.0,-3.045388853524336e-14,6.118483929350644e-13
352,3.0,3.697889601776359e-14,1.6192978289985886e-13
353,3.0,4.6530107241783676e-14,5.449459787715985e-14
354,3.0,-1.0121066396822453e-12,6.177275332624626e-13
355,3.0,1.188859878699358e-13,1.6400071399738716e-13
356,3.0,6.307793653572715e-15,-1.4809703176409454e-12
357,3.0,8.004567362030139e-14,1.0401537648421738e-13
358,3.0,3.733614186933733e-14,6.17605098689331e-14
359,3.0,1.407867219859704e-13,2.1704452162196418e-13
360,3.0,1.787994424220226e-12,1.8315221626371047e-12
361,3.0,1.8504369648811746e-14,5.5148018064646035e-14
362,3.0,-1.2660294667952606e-12,-8.128876743247177e-13
363,3.0,8.444091300733042e-13,6.083263217810032e-13
364,3.0,-1.4265942473989785e-12,1.0725586426497273e-12
365,3.0,5.52399511445506e-14,2.1079750365011405e-13
366,3.0,2.416839704903188e-14,8.650389361996768e-14
367,3.0,6.018763713916199e-14,1.2200546649327525e-13
368,3.0,5.3820458625555096e-14,9.312878126148769e-14
369,3.0,3.1345144261943627e-13,1.0676051504741015e-12
370,3.0,2.9634756826433944e-14,3.1502068862232854e-13
371,3.0,3.1642240122502935e-14,-1.3256929210847837e-14
372,3.0,-1.3379468959400154e-13,3.93773855984801e-13
373,3.0,-2.7080400201006227e-14,2.4785722664513983e-14
374,3.0,-1.3847649508553387e-13,-1.7668144438024058e-13
375,3.0,6.172569019553788e-14,4.368431535253134e-13
376,3.0,4.573011742629151e-13,1.8853383280370703e-12
377,3.0,2.1686591982630877e-13,-8.77929423073639e-14
378,3.0,3.0081120586448476e-13,8.499309316708838e-13
379,3.0,9.15153018823539e-15,8.461783965966168e-14
380,3.0,-4.073159322638677e-14,1.3288338484203443e-13
381,3.0,3.147248479205428e-14,7.334220203659819e-14
382,3.0,1.6425084930329247e-14,5.038780110271695e-14
383,3.0,2.5388614671994917e-14,1.085490033614469e-13
384,3.0,9.811637609633086e-14,9.790799989166825e-14
385,3.0,4.457116095800104e-14,6.820796998208327e-14
386,3.0,4.4309973233984463e-14,4.188867776011947e-14
387,3.0,-2.925882495197849e-14,4.203070309677405e-14
388,3.0,1.5932689456759164e-14,9.198478555722322e-14
389,3.0,7.024133897764847e-13,-4.160196797880468e-13
390,3.0,7.006379167324786e-14,1.2083990465468211e-13
391,3.0,2.6163089596127943e-13,-4.211394003633137e-13
392,3.0,2.869128580948523e-14,2.7281949366599725e-14
393,3.0,3.8691616334637733e-14,4.553082259292372e-14
394,3.0,-2.831753750193031e-14,1.3762790101246144e-13
395,3.0,5.458966664519835e-14,3.015753699214282e-14
396,3.0,1.403603716749392e-13,-2.9756505485684975e-14
397,3.0,7.751641039509529e-13,-1.3007878477321058e-12
398,3.0,4.3116323104351647e-14,3.6210365605264664e-14
399,3.0,3.803727284435228e-13,6.324617419421789e-13
400,4.0,2.878481231370057e-14,6.011693470199423e-14
401,4.0,1.4672905600502356e-13,6.53569647801662e-14
402,4.0,1.5352527942626936e-13,4.177544305016216e-13
403,4.0,4.048201053730541e-12,-3.949745396311216e-12
404,4.0,5.837857646115128e-13,1.1606970718259194e-12
405,4.0,2.0102976686374228e-12,7.888288460001126e-13
406,4.0,1.4521159232421543e-14,3.682134620200945e-14
407,4.0,4.433609234920325e-14,5.773407462320496e-14
408,4.0,1.4744004649129172e-14,7.623608086051756e-14
409,4.0,5.509060235502204e-15,1.859937058966907e-13
410,4.0,-1.323671907257357e-13,-6.104075005870825e-14
411,4.0,-7.194296718364173e-14,9.293515858574084e-14
412,4.0,1.0020732262151006e-13,9.547124161439311e-14
413,4.0,5.5814605696660624e-14,5.2483818371273896e-14
414,4.0,3.235577171438558e-13,2.3674166511284427e-14
415,4.0,4.312912238054973e-14,-2.7005961699098387e-14
416,4.0,-7.480276971526247e-14,2.0750439617509555e-12
417,4.0,2.5706278176803125e-14,1.7591050384804364e-13
418,4.0,2.2903026678925246e-13,4.672463366012353e-13
419,4.0,-1.0355614571243091e-13,2.4377292709626906e-14
420,4.0,1.9996720343127655e-13,-7.516068944377822e-14
421,4.0,-7.036067429099382e-14,3.064679290395825e-13
422,4.0,1.4484174390173227e-13,1.5006350252614065e-13
423,4.0,3.542635543878203e-14,9.338962242038178e-14
424,4.0,3.0014053871949175e-14,7.573920979639246e-14
425,4.0,2.0958371501546905e-12,-1.0135214386364562e-12
426,4.0,-1.2108712171414188e-14,5.530336927002057e-14
427,4.0,1.0619583801141258e-13,1.4676396530993796e-13
428,4.0,-5.7284755504133e-14,1.6784653691050488e-13
429,4.0,3.415758408020451e-14,5.811281538427463e-14
430,4.0,6.400793134214643e-14,-4.730392895951517e-13
431,4.0,3.5433790549883653e-13,4.506759460197583e-13
432,4.0,3.135148027389985e-13,-7.896118473839553e-14
433,4.0,6.314244847732673e-14,1.7158409023532483e-13
434,4.0,4.088931651492074e-14,6.510603796367782e-14
435,4.0,6.352954240138453e-14,5.6649524093208233e-14
436,4.0,4.7724510612288957e-14,3.9409786411826054e-14
437,4.0,-3.786039844091236e-14,1.0952587592859708e-13
438,4.0,1.7250785670229272e-13,7.479642395563597e-13
439,4.0,6.211200833120294e-14,1.0756335525722482e-14
440,4.0,4.926177439860176e-14,2.797416828565953e-14
441,4.0,1.3014828886019175e-14,9.382520992438782e-14
442,4.0,-1.9337424285322352e-15,9.164062047550091e-14
443,4.0,-2.7988484190114236e-13,7.367381388839849e-13
444,4.0,-1.677318996603091e-13,1.4577886973116474e-13
445,4.0,-2.075582728857594e-12,1.2312095289079341e-12
446,4.0,6.228183667397638e-14,5.695121097804743e-14
447,4.0,8.567932051046543e-13,-2.0179479669747643e-12
448,4.0,-1.242563356658281e-13,1.992928628154756e-13
449,4.0,2.7213368752878357e-14,6.921381636469212e-14
450,4.0,8.272990192263078e-13,-2.7045282810454093e-12
451,4.0,-3.045388853524336e-14,6.118483929350644e-13
452,4.0,3.697889601776359e-14,1.6192978289985886e-13
453,4.0,4.6530107241783676e-14,5.449459787715985e-14
454,4.0,-1.0121066396822453e-12,6.177275332624626e-13
455,4.0,1.188859878699358e-13,1.6400071399738716e-13
456,4.0,6.307793653572715e-15,-1.4809703176409454e-12
457,4.0,8.004567362030139e-14,1.0401537648421738e-13
458,4.0,3.733614186933733e-14,6.17605098689331e-14
459,4.0,1.407867219859704e-13,2.1704452162196418e-13
460,4.0,1.787994424220226e-12,1.8315221626371047e-12
461,4.0,1.8504369648811746e-14,5.5148018064646035e-14
462,4.0,-1.2660294667952606e-12,-8.128876743247177e-13
463,4.0,8.444091300733042e-13,6.083263217810032e-13
464,4.0,-1.4265942473989785e-12,1.0725586426497273e-12
465,4.0,5.52399511445506e-14,2.1079750365011405e-13
466,4.0,2.416839704903188e-14,8.650389361996768e-14
467,4.0,6.018763713916199e-14,1.2200546649327525e-13
468,4.0,5.3820458625555096e-14,9.312878126148769e-14
469,4.0,3.1345144261943627e-13,1.0676051504741015e-12
470,4.0,2.9634756826433944e-14,3.1502068862232854e-13
471,4.0,3.1642240122502935e-14,-1.3256929210847837e-14
472,4.0,-1.3379468959400154e-13,3.93773855984801e-13
473,4.0,-2.7080400201006227e-14,2.4785722664513983e-14
474,4.0,-1.3847649508553387e-13,-1.7668144438024058e-13
475,4.0,6.172569019553788e-14,4.368431535253134e-13
476,4.0,4.573011742629151e-13,1.8853383280370703e-12
